,Unnamed: 0,category,tech1,description,fit,title,also_buy,image,tech2,brand,feature,rank,also_view,details,main_cat,similar_item,date,price,asin
351,2583,,,"['Vivid liquid lip color with a velvety matte finish Creamy whipped, lightweight feel Infused with nourishing vitamin A Waterproof Formula']",,Jordana Sweet Cream Matte Liquid Lip Color 07 Tiramisu,"['B01ENV3OWC', 'B01CKLR9NC', 'B01D6OZV32']",,,Jordana Cosmetics,,"149,532 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '3.4 x 0.6 x 0.6 inches ; 0.8 ounces', 'Shipping Weight:': '0.8 ounces (', 'ASIN: ': 'B01CKLSOSG', 'UPC:': '041065528078'}",All Beauty," class=""a-bordered a-horizontal-stripes  a-spacing-extra-large a-size-base comparison_table"">



            
            
            
            
            
            <tr class=""comparison_table_image_row"">
                <td class=""comparison_table_first_col""></td>


                <th class=""comparison_image_title_cell"" role=""columnheader"">
                    <div class=""a-row a-spacing-top-micro"">
                        <center>
                             <img alt=""Jordana Sweet Cream Matte Liquid Lip Color 07 Tiramisu"" src=""https://images-na.ssl-images-amazon.com/images/I/41VJRphQePL._SL500_AC_SS350_.jpg"" id=""comparison_image"">
                        </center>
                    </div>
                    <div class=""a-row a-spacing-top-small"">
                        <div id=""comparison_title"" class=""a-section a-spacing-none"">
                            <span aria-hidden=""true"" class=""a-size-base a-color-base a-text-bold"">
                                This item
                            </span>
                            <span aria-hidden=""true"" class=""a-size-base a-color-base"">Jordana Sweet Cream Matte Liquid Lip Color 07 Tiramisu</span>
                        </div>
                        
                        
                    </div>
                </th>


                
                    <th class=""comparison_image_title_cell comparable_item0"" role=""columnheader"">
                        <a class=""a-link-normal"" target=""_self"" rel=""noopener"" href=""/dp/B01CKLR9NC/ref=psdc_10304191_t1_B01CKLSOSG"">
                          <div class=""a-row a-spacing-top-micro"">
                            <center>
                                <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/I/41kqTcKJ7DL._SL500_AC_SS350_.jpg"" aria-hidden=""true"" id=""comparison_image0"">
                            </center>
                          </div>
                          <div id=""comparison_title0"" class=""a-row a-spacing-top-small"">
                            <span class=""a-size-base"">Jordana Sweet Cream Matte Liquid Lip Color 01 Crme Brulee</span>
                          </div>
                        </a>
                        
                        
                    </th>
                
                    <th class=""comparison_image_title_cell comparable_item1"" role=""columnheader"">
                        <a class=""a-link-normal"" target=""_self"" rel=""noopener"" href=""/dp/B01N6UAFCV/ref=psdc_10304191_t2_B01CKLSOSG"">
                          <div class=""a-row a-spacing-top-micro"">
                            <center>
                                <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/I/41cRkDpotQL._SL500_AC_SS350_.jpg"" aria-hidden=""true"" id=""comparison_image1"">
                            </center>
                          </div>
                          <div id=""comparison_title1"" class=""a-row a-spacing-top-small"">
                            <span class=""a-size-base"">Jordana Sweet Cream Matte Liquid Lip Color Molten Chocolate Cake MLC-21</span>
                          </div>
                        </a>
                        
                        
                    </th>
                
                    <th class=""comparison_image_title_cell comparable_item2"" role=""columnheader"">
                        <a class=""a-link-normal"" target=""_self"" rel=""noopener"" href=""/dp/B01N5SN5BR/ref=psdc_10304191_t3_B01CKLSOSG"">
                          <div class=""a-row a-spacing-top-micro"">
                            <center>
                                <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/I/41Q98wUqVvL._SL500_AC_SS350_.jpg"" aria-hidden=""true"" id=""comparison_image2"">
                            </center>
                          </div>
                          <div id=""comparison_title2"" class=""a-row a-spacing-top-small"">
                            <span class=""a-size-base"">Jordana Sweet Cream Matte Liquid Lip Color Buttercream Frosting MLC-23</span>
                          </div>
                        </a>
                        
                        
                    </th>
                
                    <th class=""comparison_image_title_cell comparable_item3"" role=""columnheader"">
                        <a class=""a-link-normal"" target=""_self"" rel=""noopener"" href=""/dp/B01JVDGQH2/ref=psdc_10304191_t4_B01CKLSOSG"">
                          <div class=""a-row a-spacing-top-micro"">
                            <center>
                                <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/I/41FN7lDi4fL._SL500_AC_SS350_.jpg"" aria-hidden=""true"" id=""comparison_image3"">
                            </center>
                          </div>
                          <div id=""comparison_title3"" class=""a-row a-spacing-top-small"">
                            <span class=""a-size-base"">Jordana Sweet Cream Matte Liquid Lip Color 08 Sweet Marsala Wine by Jordana Cosmetics</span>
                          </div>
                        </a>
                        
                        
                    </th>
                
            </tr>


            <tr></tr>


            
            
            <tr>
                <td class=""comparison_table_first_col""></td>


                <td class=""comparison_add_to_cart_button"">
                    
                        
                        
                        
                            <span id=""comparison_add_to_cart_button"" class=""a-button a-spacing-small a-button-primary""><span class=""a-button-inner""><a id=""comparison_add_to_cart_button-announce"" href=""/gp/item-dispatch/ref=psdc_10304191_a0_B01CKLSOSG?ie=UTF8&amp;itemCount=1&amp;nodeID=3760911&amp;offeringID.1=Is8CEExV%252FmeCbRP5M44FS7oTtmTLrZevybncqZqpPuebwes8Jp5aaDOmGFhobGIAB0KOJ8cxZKEweRIgZ%252FsYuYTiQMIhTm6lEa2cz0ORGp5wIg2qSOqwRgIifXizb%252BU5n7u0Ik9vxtuGXmTB7gS4LA%253D%253D&amp;storeID=beauty&amp;session-id=132-1364692-8436858&amp;submit.addToCart=addToCart&amp;signInToHUC=0"" class=""a-button-text"" role=""button"">Add to Cart</a></span></span>
                        
                    
                </td>


                
                    <td class=""a-text-left comparison_add_to_cart_button comparable_item0"">
                        
                            
                            
                                <span id=""comparison_add_to_cart_button0"" class=""a-button a-spacing-small a-button-primary""><span class=""a-button-inner""><a id=""comparison_add_to_cart_button0-announce"" href=""/gp/item-dispatch/ref=psdc_10304191_a1_B01CKLSOSG?ie=UTF8&amp;itemCount=1&amp;nodeID=3760911&amp;offeringID.1=h42vdvU0VoGE0hYOZAtVLr8L54d1eHwJ9H%252B2222NLESQJaeykPjfj5aP7Rp1O18F5gG5nIQkG8oT3vfjHFq%252Bg9LBPKqzSqeMFRUszivXnpXD%252Bi%252Fr7tNsYYI4Aql5v79%252Fy44%252BlzJs%252FZiHByu0FRwuUaAok53EqY%252Fp&amp;storeID=beauty&amp;session-id=132-1364692-8436858&amp;submit.addToCart=addToCart&amp;signInToHUC=0"" class=""a-button-text"" role=""button"">Add to Cart</a></span></span>
                            
                        
                    </td>
                
                    <td class=""a-text-left comparison_add_to_cart_button comparable_item1"">
                        
                            
                            
                                <span id=""comparison_add_to_cart_button1"" class=""a-button a-spacing-small a-button-primary""><span class=""a-button-inner""><a id=""comparison_add_to_cart_button1-announce"" href=""/gp/item-dispatch/ref=psdc_10304191_a2_B01CKLSOSG?ie=UTF8&amp;itemCount=1&amp;nodeID=3760901&amp;offeringID.1=h42vdvU0VoGE0hYOZAtVLmA6ovu1xNPlbJJicY8nUJl2C3rBzZn3Id3JDle7pZ%252BNuh0qmlRUopT3yZl4sMnuXVfA%252BfvZECKaeDs7WDSqLFJB5NC3DeqMFPFv2bgq85%252F%252FFEmAkIcvU87%252BQob2bBnSCmOuvEhsUFh8&amp;storeID=hpc&amp;session-id=132-1364692-8436858&amp;submit.addToCart=addToCart&amp;signInToHUC=0"" class=""a-button-text"" role=""button"">Add to Cart</a></span></span>
                            
                        
                    </td>
                
                    <td class=""a-text-left comparison_add_to_cart_button comparable_item2"">
                        
                            
                            
                                <span id=""comparison_add_to_cart_button2"" class=""a-button a-spacing-small a-button-primary""><span class=""a-button-inner""><a id=""comparison_add_to_cart_button2-announce"" href=""/gp/item-dispatch/ref=psdc_10304191_a3_B01CKLSOSG?ie=UTF8&amp;itemCount=1&amp;nodeID=3760901&amp;offeringID.1=h42vdvU0VoGE0hYOZAtVLpmdHo757GJx99Vq8pZzmkot8Qva%252BINfI3SgVxZnKwByafguOwsiyoVV8pgq%252BJxiLUZsk1IxqDmUpwEmeeFNOOVLOixTF4qcEe2G7iplkzdkMdUne2L90vocDL76Otgf7ynE48j%252BxNxz&amp;storeID=hpc&amp;session-id=132-1364692-8436858&amp;submit.addToCart=addToCart&amp;signInToHUC=0"" class=""a-button-text"" role=""button"">Add to Cart</a></span></span>
                            
                        
                    </td>
                
                    <td class=""a-text-left comparison_add_to_cart_button comparable_item3"">
                        
                            
                            
                                <span id=""comparison_add_to_cart_button3"" class=""a-button a-spacing-small a-button-primary""><span class=""a-button-inner""><a id=""comparison_add_to_cart_button3-announce"" href=""/gp/item-dispatch/ref=psdc_10304191_a4_B01CKLSOSG?ie=UTF8&amp;itemCount=1&amp;nodeID=3760911&amp;offeringID.1=Is8CEExV%252FmeCbRP5M44FS6nj19SKyJ%252BGrtgMijirACGOf%252FMgZTnAqq2yWSbH1q4d4xLHuKMqkl9iWN%252FjMjZHmHM4OOsCCyHhvrg8%252BnR6Y92NgTRx%252F86FkjBmLrvNlZqj8wqxUU2hrN4XnP2hugZATiocRRb%252BDs6M&amp;storeID=beauty&amp;session-id=132-1364692-8436858&amp;submit.addToCart=addToCart&amp;signInToHUC=0"" class=""a-button-text"" role=""button"">Add to Cart</a></span></span>
                            
                        
                    </td>
                
            </tr>


            <tr id=""comparison_custormer_rating_row"">
                
                
                
                

                <th class=""comparison_attribute_name_column comparison_table_first_col"" role=""rowheader"">
                    <span class=""a-size-base a-color-base"">Customer Rating</span>
                </th>


                <td class=""comparison_baseitem_column"">
                    
                    
                    
                    <span>
                        <span class=""a-declarative"" data-action=""a-popover"" data-a-popover=""{&quot;max-width&quot;:&quot;700&quot;,&quot;closeButton&quot;:&quot;false&quot;,&quot;position&quot;:&quot;triggerBottom&quot;,&quot;url&quot;:&quot; /gp/customer-reviews/widgets/average-customer-review/popover/ref=acr_dpComparsion__popover?contextId=dpComparsion&amp;asin=B01CKLSOSG &quot;,&quot;restoreFocusOnHide&quot;:&quot;false&quot;}"">
                            <i class=""a-icon a-icon-star a-star-4-5 a-spacing-none""><span class=""a-icon-alt"">4 out of 5 stars</span></i>
                        </span>
                        <a class=""a-link-normal"" target=""_self"" rel=""noopener"" href=""/product-reviews/B01CKLSOSG/ref=psdc_10304191_r0_B01CKLSOSG?_encoding=UTF8&amp;showViewpoints=1"">(17)</a>
                        <span class=""a-letter-space""></span>
                    </span>
                </td>


                
                    <td class=""comparison_sim_items_column comparable_item0"">
                        
                        
                        
                        <span>
                            <span class=""a-declarative"" data-action=""a-popover"" data-a-popover=""{&quot;max-width&quot;:&quot;700&quot;,&quot;closeButton&quot;:&quot;false&quot;,&quot;position&quot;:&quot;triggerBottom&quot;,&quot;url&quot;:&quot; /gp/customer-reviews/widgets/average-customer-review/popover/ref=acr_dpComparsion__popover?contextId=dpComparsion&amp;asin=B01CKLR9NC &quot;,&quot;restoreFocusOnHide&quot;:&quot;false&quot;}"">
                                <i class=""a-icon a-icon-star a-star-3-5 a-spacing-none""><span class=""a-icon-alt"">3 out of 5 stars</span></i>
                            </span>
                            <a class=""a-link-normal"" target=""_self"" rel=""noopener"" href=""/product-reviews/B01CKLR9NC/ref=psdc_10304191_r1_B01CKLSOSG?_encoding=UTF8&amp;showViewpoints=1"">(26)</a>
                            <span class=""a-letter-space""></span>
                        </span>
                    </td>
                
                    <td class=""comparison_sim_items_column comparable_item1"">
                        
                        
                        
                        <span>
                            <span class=""a-declarative"" data-action=""a-popover"" data-a-popover=""{&quot;max-width&quot;:&quot;700&quot;,&quot;closeButton&quot;:&quot;false&quot;,&quot;position&quot;:&quot;triggerBottom&quot;,&quot;url&quot;:&quot; /gp/customer-reviews/widgets/average-customer-review/popover/ref=acr_dpComparsion__popover?contextId=dpComparsion&amp;asin=B01N6UAFCV &quot;,&quot;restoreFocusOnHide&quot;:&quot;false&quot;}"">
                                <i class=""a-icon a-icon-star a-star-0 a-spacing-none""><span class=""a-icon-alt"">0 out of 5 stars</span></i>
                            </span>
                            <a class=""a-link-normal"" target=""_self"" rel=""noopener"" href=""/product-reviews/B01N6UAFCV/ref=psdc_10304191_r2_B01CKLSOSG?_encoding=UTF8&amp;showViewpoints=1"">(0)</a>
                            <span class=""a-letter-space""></span>
                        </span>
                    </td>
                
                    <td class=""comparison_sim_items_column comparable_item2"">
                        
                        
                        
                        <span>
                            <span class=""a-declarative"" data-action=""a-popover"" data-a-popover=""{&quot;max-width&quot;:&quot;700&quot;,&quot;closeButton&quot;:&quot;false&quot;,&quot;position&quot;:&quot;triggerBottom&quot;,&quot;url&quot;:&quot; /gp/customer-reviews/widgets/average-customer-review/popover/ref=acr_dpComparsion__popover?contextId=dpComparsion&amp;asin=B01N5SN5BR &quot;,&quot;restoreFocusOnHide&quot;:&quot;false&quot;}"">
                                <i class=""a-icon a-icon-star a-star-5 a-spacing-none""><span class=""a-icon-alt"">5 out of 5 stars</span></i>
                            </span>
                            <a class=""a-link-normal"" target=""_self"" rel=""noopener"" href=""/product-reviews/B01N5SN5BR/ref=psdc_10304191_r3_B01CKLSOSG?_encoding=UTF8&amp;showViewpoints=1"">(1)</a>
                            <span class=""a-letter-space""></span>
                        </span>
                    </td>
                
                    <td class=""comparison_sim_items_column comparable_item3"">
                        
                        
                        
                        <span>
                            <span class=""a-declarative"" data-action=""a-popover"" data-a-popover=""{&quot;max-width&quot;:&quot;700&quot;,&quot;closeButton&quot;:&quot;false&quot;,&quot;position&quot;:&quot;triggerBottom&quot;,&quot;url&quot;:&quot; /gp/customer-reviews/widgets/average-customer-review/popover/ref=acr_dpComparsion__popover?contextId=dpComparsion&amp;asin=B01JVDGQH2 &quot;,&quot;restoreFocusOnHide&quot;:&quot;false&quot;}"">
                                <i class=""a-icon a-icon-star a-star-0 a-spacing-none""><span class=""a-icon-alt"">0 out of 5 stars</span></i>
                            </span>
                            <a class=""a-link-normal"" target=""_self"" rel=""noopener"" href=""/product-reviews/B01JVDGQH2/ref=psdc_10304191_r4_B01CKLSOSG?_encoding=UTF8&amp;showViewpoints=1"">(0)</a>
                            <span class=""a-letter-space""></span>
                        </span>
                    </td>
                
            </tr>


            <tr id=""comparison_price_row"">
                <th class=""comparison_attribute_name_column comparison_table_first_col"" role=""rowheader"">
                    <span class=""a-size-base a-color-base"">Price</span>
                </th>


                <td class=""comparison_baseitem_column"">
                    
                        
                        
                        
                        
                            
                                
                                    <span class=""a-price"" data-a-size=""l"" data-a-color=""base""><span class=""a-offscreen"">$8.07</span><span aria-hidden=""true""><span class=""a-price-symbol"">$</span><span class=""a-price-whole"">8<span class=""a-price-decimal"">",,$8.07,B01CKLSOSG
352,2584,,,"['Vivid liquid lip color with a velvety matte finish Creamy whipped, lightweight feel Infused with nourishing vitamin A Waterproof Formula']",,Jordana Sweet Cream Matte Liquid Lip Color 12 Pomegranate Pie,"['B01D6OZV32', 'B01FEUQTTG', 'B01CKLR9NC', 'B01CKLZM5E', 'B01ENUYOAY', 'B01ENV3OWC']",,,Jordana,,"709,269 in Beauty & Personal Care (",['B075SVZ5GP'],"{'Shipping Weight:': '0.8 ounces (', 'ASIN: ': 'B01CKLWWNE', 'UPC:': '041065528122 784190011212'}",All Beauty,,,$9.82,B01CKLWWNE
353,2585,,,"['Vivid liquid lip color with a velvety matte finish Creamy whipped, lightweight feel Infused with nourishing vitamin A Waterproof Formula']",,Jordana Sweet Cream Matte Liquid Lip Color 04 Mixed Berry Souffle,"['B01D6OZV32', 'B01FEUQTTG', 'B01ENUYOAY', 'B01CKLR9NC', 'B01ENV3OWC', 'B01CKLSOSG', 'B01CKLWWNE']",,,Jordana,,"645,793 in Beauty & Personal Care (","['B01CKLSOSG', 'B01ENV3OWC', 'B01D6OZV32', 'B01N7VK3YJ']","{'\n    Product Dimensions: \n    ': '0.7 x 0.7 x 3.4 inches', 'Shipping Weight:': '0.6 ounces (', 'ASIN: ': 'B01CKLZM5E', 'UPC:': '784190839359 041065528047'}",All Beauty,,,$7.40,B01CKLZM5E
354,2612,,,['SWAROVSKI PIXIE CUTE MOOD'],,PIXIE SWAROVSKI CRYSTAL CUTE MOOD (AURORA BOREAL),['B01E5GSQOQ'],['https://images-na.ssl-images-amazon.com/images/I/41wvy7Z5KML._SS40_.jpg'],,SWAROSVSKI CRYSTAL,,"141,422 in Beauty & Personal Care (",,"{'Shipping Weight:': '0.6 ounces (', 'ASIN: ': 'B01CZC20DU'}",All Beauty,,,$28.49,B01CZC20DU
355,2613,,,['SWAROVSKI PIXIE CLASSY SASSY'],,PIXIE SWAROVSKI CRYSTAL CLASSY SASSY (BLACK),['B01CZC20DU'],,,SWAROSVSKI CRYSTAL,,"923,932 in Beauty & Personal Care (",,{'ASIN: ': 'B01CZCSSUY'},All Beauty,,,$28.48,B01CZCSSUY
356,2620,,,['Kevin Murphy Motion Lotion 150 ml/ 5.1 fl. oz liq.'],,"Kevin Murphy Motion Lotion, 5.1 Fl Oz",['B01CQ4X6C6'],,,Kevin Murphy,,"134,527 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '4 x 2 x 0.4 inches ; 6.4 ounces', 'Shipping Weight:': '6.4 ounces (', 'ASIN: ': 'B01D0NODVK'}",All Beauty,,,$28.10,B01D0NODVK
357,2633,,,"['Mielle Detangling Cowash is a conditioning cleanser for thin, thick, curly hair that removes impurities without stripping hair of natural oils. This co-wash features lightweight moisturizers that soften and control frizz, making it easier to detangle while co-washing. Mielle products are made with natural and certified organic ingredients and pure natural oils and natural preservatives designed to strengthen, lengthen and moisturize hair while smelling wonderful. Notice how you will have less breakage and shedding easy of detangling and knots. *Packaging may vary']",,Mielle Organics Detangling Co-wash Pure Simple Natural 8 Oz,"['B01D5FXSJG', 'B01E1DOTMG', 'B01GIPSRT6']",,,Mielle,,"68,471 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '1 x 2 x 3 inches ; 9.6 ounces', 'Shipping Weight:': '9.4 ounces (', 'ASIN: ': 'B01D575H1G', 'UPC:': '854102006121', 'Item model number:': '854102006121'}",All Beauty,,,$11.73,B01D575H1G
358,2634,,,"['Mielle Organics Babassu Conditioning Shampoo is for dry and curly hair types. This cowash contains gentle botanically derived surfactants and rich moisturizing agents to soften, moisturize and strengthen the hair. Babassu oil is derived from an amazonian palm fruit that is high sterols and tocopherols. A naturally derived surfactant from corn starch glucose which contains naturally fatty alcohol for moisture. A high foaming power which improves the conditioning of the shampoo, without stripping the hair leaving it soft and moisturized. Almond protein provides strength and elasticity. Hibiscus extract provides shine and manageability.  *Packaging may vary']",,Mielle Babassu Conditioning Shampoo,"['B01E1DOTMG', 'B01GIPSRT6', 'B01D575H1G']",,,Mielle,,"42,130 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '3 x 2 x 3 inches ; 8.8 ounces', 'Shipping Weight:': '8.8 ounces (', 'ASIN: ': 'B01D5FXSJG', 'UPC:': '748616126485 675595336430 854102006060', 'Item model number:': '854102006060'}",All Beauty,,,$12.61,B01D5FXSJG
359,2637,,,"['Vivid liquid lip color with a velvety matte finish Creamy whipped, lightweight feel Infused with nourishing vitamin A Waterproof Formula']",,Jordana Sweet Cream Matte Liquid Lip Color 06 Cherry Cobbler,"['B01ENV3OWC', 'B01CKLR9NC', 'B01CKLSOSG']",,,Jordana Cosmetics,,"190,844 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '3.4 x 0.6 x 0.6 inches ; 0.8 ounces', 'Shipping Weight:': '0.8 ounces (', 'ASIN: ': 'B01D6OZV32', 'UPC:': '784190708921 041065528061'}",All Beauty,,,$8.06,B01D6OZV32
360,2654,,,"[""Eau de parfum spray 3.4 oz (2016 edition) design house: victoria's secret year introduced: 2007 fragrance notes: litchi mandarin orange pear red peony freesia""]",,Victoria's Secret Very Sexy Now- EAU De Parfum 3.4 Oz,['B01E1QXTEW'],,,Victoria's Secret,,"779,020 in Beauty & Personal Care (","['B01D59ZGEM', 'B06XTHKG3V', 'B0713VZ71H']","{'\n    Product Dimensions: \n    ': '3 x 4.5 x 7 inches ; 1 pounds', 'Shipping Weight:': '1 pounds (', 'ASIN: ': 'B01DH3OV60', 'UPC:': '667539728753'}",All Beauty,,,$34.98,B01DH3OV60
361,2656,,,['Naked Skin color correcting fluid in PEACH (masks circles / spots). Full size: 0.21oz'],,Urban_Decay Naked Skin Color Correcting Fluid in Peach - masks circles/spots,['B01B9YSTXK'],,,sd,,"208,438 in Beauty & Personal Care (",,{'ASIN: ': 'B01DHHUKA2'},All Beauty,,,$25.00,B01DHHUKA2
362,2661,,,"['<br>Features:<br> <br> <br>Brand New & High quality.<br> <br>Its special design will make you look unique.<br> <br>It is a good gift for your lover,family,friend and coworkers.<br> <br>Make you charm and elegant<br> <br>Materil:316L Surgical Steel.<br> <br>Color:Clear,Colorful.<br> <br>Size:5.5*5.5*1.7cm-2.16*2.16*0.66inch.<br> <br> <br>Package Included:<br> <br> <br>1 x 24Pcs Nose Ring.<br> <br> <br>NO Retail Box. Packed Safely in Bubble Bag.<br>']",,KeyZone 24 Pcs Lady Crystal Rhinestone Nose Ring Bone Stud Bar Surgical Steel White,['B01H3IVSAC'],"['https://images-na.ssl-images-amazon.com/images/I/61d-gFFJVQL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/317wIJhGSXL._SS40_.jpg']",,KeyZone,,"456,358 in Beauty & Personal Care (",,"{'ASIN: ': 'B01DK9FD0E', 'UPC:': '798167112871 751570613663'}",All Beauty,,,$2.25,B01DK9FD0E
363,2663,,,"['<br>Features:<br> <br> <br>Brand new and high quality.<br> <br>Special and fashion design.<br> <br>It is a good gift for your family, friends and coworkers.<br> <br>Charming and attractive on all occasions.<br> <br>Material:Alloy.<br> <br>Color:Golden,Silver.<br> <br>Size:As picture shows.<br> <br>Quantity:7Pcs a set.<br> <br> <br>Package Included:<br> <br> <br>1 x 7Pcs Bohemian Midi Ring.<br> <br> <br>NO Retail Box. Packed Safely in Bubble Bag.<br>']",,Ownsig 7Pcs Vintage Steampunk Cross Moon Anillos Midi Finger Knuckle Rings Set Gold,"['B017X2K6R4', 'B017BJ877K', 'B00NW5H3V4']",['https://images-na.ssl-images-amazon.com/images/I/41MR4MC2KLL._SS40_.jpg'],,General,,"305,710 in Beauty & Personal Care (",,"{'ASIN: ': 'B01DKI7B46', 'UPC:': '794168039087 751570612635'}",All Beauty,,,$2.34,B01DKI7B46
364,2664,,,"['<br>Features:<br> <br>Special and fashion design.<br> <br>It is a good gift for your family, friends and coworkers.<br> <br>Charming and attractive on all occasions.<br> <br>Material:Zinc Alloy,Crystal.<br> <br>Color:Red,Blue,Purple.<br> <br>Diameter:1.8cm-0.71inch.<br> <br> <br>Package Included:<br> <br> <br>1 Pair X Rose Flower Crystal Earrings.<br> <br> <br>NO Retail Box. Packed Safely in Bubble Bag.<br>']",,Ownsig Womens Delicate Rose Flower Rhinestone Ear Stud Earrings Purple,"['B00NV6DMG4', 'B017BJ7RG2', 'B00NM5A4A6']","['https://images-na.ssl-images-amazon.com/images/I/41F2L0IZByL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/419rK7Fk5pL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41u4WxEaMXL._SS40_.jpg']",,Ownsig,,"315,029 in Beauty & Personal Care (",,"{'\n    Item Weight: \n    ': '0.64 ounces', 'Shipping Weight:': '0.8 ounces (', 'ASIN: ': 'B01DKI8S1Q', 'UPC:': '751570612598'}",All Beauty,,,$4.29,B01DKI8S1Q
365,2668,,,['Black Ice Clipper Cleaning Brush Combo'],,Black Ice Clipper Cleaning Brush Combo,"['B01FT6TMQM', 'B012O3DU7U']","['https://images-na.ssl-images-amazon.com/images/I/31YepS7NndL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/211TqRcuqNL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31hzhkbPT2L._SS40_.jpg']",,Black Ice,,"51,632 in Beauty & Personal Care (",,"{'\n    Item Weight: \n    ': '0.64 ounces', 'Shipping Weight:': '0.8 ounces (', 'ASIN: ': 'B01DL8XFNG', 'UPC:': '636227126300'}",All Beauty,,,$4.48,B01DL8XFNG
